42,31.125,10.9167,9.29167,21.9583,37.5
44.375,33.25,11.5833,14.7083,22.3333,37.25
46.9167,31.9167,14.25,16.1667,23.5417,33.625
52.3333,31.2917,21.625,22.9583,23.75,27.5417
43.2083,28.7083,18.125,25.875,19.1667,18.125
51.75,31.9167,25.125,27.125,18.1667,13.7083
53.6667,33.2083,19.9583,25.875,20.3333,18.2083
59.8333,32.5,35.7917,26.5417,18.2083,19.375
44.2083,27.75,21.7917,19.5,11.4583,26.2917
39.0417,27.625,9.45833,12.25,7,34.6667
36.9583,29.0417,10.375,14.4583,8.41667,34.375
44.0417,32.9167,8.33333,19.8333,15.75,33.2083
59.1667,35.6667,8.45833,24.1667,18.375,29.7083
52.8333,33.5,6.25,19.8333,18.0417,30.4167
46.1667,30.125,7.95833,19.75,18.5,24.125
46.5417,37.375,7.70833,20.2917,18,26.6667
51.9583,32.375,10.125,20.2083,18.2083,28.7917
48.3333,31.0833,10.2917,23.7083,19.0417,33.5833
47.75,32,9.75,25.7917,13.9167,38.2083
41.7917,32.625,7.25,24.0417,8.875,42.5
58.0417,37.7083,8.625,32.375,9.83333,36.75
60.4167,35.7083,8.91667,32.7083,18.7083,37.3333
50.9583,31.25,7.79167,27.7083,19.9583,41.5
49.7083,31.625,7.125,23.5417,16.1667,41.1667
65.9167,34.8333,8.95833,26.0417,12.1667,41.1667
72,34.625,6.625,26.0833,9.625,42.2083
60.9583,34.5833,5.70833,26,11.5417,39.7917
60.9167,33.6667,8.79167,27.375,11.2917,33.6667
63.3333,33.2917,9,31.75,12.6667,31.6667
54.875,30.9583,7.70833,34.375,11.7917,32
59.4167,34.375,5.91667,29.25,11.7083,34.7917
57.0833,36.4583,6.625,26.9167,12.0417,39.5
49.875,37.125,7.45833,27.25,11.6667,39.0833
57.5833,40.0417,6.41667,30.7083,13.5,38.2083
62.1667,42.9167,5.83333,26.75,14.3333,42.25
66.8333,39.1667,6.08333,29.625,16.6667,44.75
55.5417,35.3333,4.66667,24,15.2917,47.3333
64.375,41.0833,6.875,30.7917,17.8333,38.2917
65.0833,39.5833,6.58333,28.9167,17.9583,40.7083
65.375,38.0833,5.45833,27,17.1667,42.125
40.375,35.625,3.375,20.4583,16.2917,41.4167
50.7083,39.3333,4.58333,26.75,18.0417,35.125
54.2083,41.7083,4.58333,24.5,18.4167,40.625
56.625,41.875,4.75,29.25,17.125,34.7917
58.4583,46.5417,6.04167,22.5417,10.2917,41.3333
63.7917,44.2083,8.25,16.2083,9.16667,41.625
49.7083,42.375,3.33333,14.5417,9.08333,42.375
44.5833,42.125,4.16667,19.1667,10.2917,36.7083
50.9167,37.5833,4.66667,20.5,11.5,38.2917
42.0417,38.2917,4.91667,21.0833,14.125,35.75
49.2917,42.2917,3.66667,18.7083,14.4583,39.4583
58.125,48.75,3.83333,19.2917,16.5417,41.1667
71.1667,51.7917,3.875,20.2917,10.5,44.3333
75.2083,51.125,2.625,17.8333,9.91667,59.8333
79.4583,44.4167,4.45833,19.8333,10.7083,62.2083
72.2917,36.7917,4.83333,24.6667,10.9167,49.0833
63.4167,35.9167,4.41667,19.875,9.16667,52.6667
52.2083,33.4167,3.79167,16,8.375,45.7083
51.1667,32.875,4.70833,15.5833,9.16667,45.7083
43.4167,31.2917,3.41667,14.9583,10.125,46.375
47.2917,34.7917,6,25.5417,11.5833,38.8333
40.875,42.7917,5.83333,21.5417,8.58333,45.9167
47.6667,45,6,24.25,9.70833,45.5417
50.375,46.375,5.875,22.125,9.66667,48.1667
67.625,56.4167,7.45833,25.875,12.2917,54.9167
81,55.875,7.125,28.4583,14,60.0833
64.8333,57.625,6.29167,28.7917,17.875,59.875
69.125,61.5417,5.83333,30.7917,8.5,67.7083
92,66.375,10.5417,37.3333,11.0417,70.2917
76.625,64.8333,8.625,30.7917,9.83333,55.9167
85.3333,67.75,5.83333,31.7083,8.70833,47.3333
71.1667,60.0833,4.20833,21.0417,7.54167,49.6667
83.0833,61.8333,7.04167,23.9583,9.95833,53.1667
67.5417,60.625,6,24.3333,11.0417,52.4167
70.5417,48,7.29167,33.5417,15.6667,53.4167
76.875,48.1667,7.16667,34.9167,15.125,58.5417
90.4583,54.125,6.91667,28.5417,17.8333,76.1667
161.875,51.125,9.16667,47.2083,29.7083,74.125
113.25,60.375,9.75,47,34.8333,52.0417
80.7083,64.5,5.45833,43.375,37.0417,35.4167
90.125,63.5417,4.16667,37.625,17.25,39.375
77.2083,63.5417,5.58333,38.875,5.29167,41.3333
54.7083,62.5833,6.625,42.4167,10.6667,45.375
51.25,37.5833,4.5,33.5,7.04167,49.3333
31.0833,41.2083,5.20833,32.7083,8.54167,40.0417
39.1667,39.6667,4.75,28.1667,15.625,42.3333
24,27.5,2.66667,19.9583,19,46.2917
23.5417,31.9583,3.41667,25.25,14.5417,39.4167
14.2917,22.625,3.20833,20.625,7.83333,45.25
29.2917,38.5,2.95833,25.8333,16.125,42.375
40.7083,41.25,4.45833,22.5833,29.0833,49.875
41.3333,32.5,3.08333,22.875,30.0833,52.3333
53.9583,43.8333,7.875,24.5,23.75,49.1667
48.9583,49.2917,6.91667,25.3333,12.5,46.1667
46.0833,45.875,4.83333,27.375,17.875,49.3333
38.6667,49,5.41667,23.7083,24.7083,55.5
48.625,45.2917,4.75,31.2917,28.3333,44.625
52.375,44.9583,11.1667,35.5417,12.75,32
55.4167,44.5,10.75,36.75,16.4167,28.4583
78.125,43.8333,6.25,29.7083,20.125,35.6667
69.9583,42.75,5.16667,27.5833,23.9583,36.1667
